Token	True Label	Predicted Label
was	O	O
significantly	O	O
decreased	O	O
in	O	O
the	O	O
hippocampus	O	O
of	O	O
mice	O	O
with	O	O
bpa	B-chem	O
compared	O	O
to	O	O
control	O	O
mice	O	O
,	O	O
whereas	O	O
no	O	O
difference	O	O
was	O	O
found	O	O
in	O	O
the	O	O
prefrontal	O	O
cortex	O	O
,	O	O
hypothalamus	O	O
and	O	O
cerebellum	O	O
.	O	O

our	O	O
findings	O	O
showed	O	O
that	O	O
pubertal	O	O
bpa	B-chem	O
exposure	O	O
increased	O	O
anxiety	O	O
-	O	O
like	O	O
behavior	O	O
,	O	O
which	O	O
may	O	O
be	O	O
associated	O	O
with	O	O
decreased	O	O
ache	O	O
activity	O	O
of	O	O
the	O	O
hippocampus	O	O
in	O	O
adult	O	O
male	O	O
mice	O	O
.	O	O

further	O	O
studies	O	O
are	O	O
necessary	O	O
to	O	O
investigate	O	O
the	O	O
cholinergic	O	O
signaling	O	O
of	O	O
the	O	O
hippocampus	O	O
in	O	O
pbe	O	O
induced	O	O
anxiety	O	O
-	O	O
like	O	O
behaviors	O	O
.	O	O

biochemical	O	O
effects	O	O
of	O	O
solidago	O	O
virgaurea	O	B-chem
extract	O	I-chem
on	O	O
experimental	O	O
cardiotoxicity	O	O
.	O	O

cardiovascular	O	O
diseases	O	O
(	O	O
cvds	O	O
)	O	O
are	O	O
the	O	O
major	O	O
health	O	O
problem	O	O
of	O	O
advanced	O	O
as	O	O
well	O	O
as	O	O
developing	O	O
countries	O	O
of	O	O
the	O	O
world	O	O
.	O	O

the	O	O
aim	O	O
of	O	O
the	O	O
present	O	O
study	O	O
was	O	O
to	O	O
investigate	O	O
the	O	O
protective	O	O
effect	O	O
of	O	O
the	O	O
solidago	O	O
virgaurea	O	B-chem
extract	O	I-chem
on	O	O
isoproterenol	B-chem	B-chem
-	O	O
induced	O	O
cardiotoxicity	O	O
in	O	O
rats	O	O
.	O	O

the	O	O
subcutaneous	O	O
injection	O	O
of	O	O
isoproterenol	B-chem	B-chem
(	O	O
30	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
into	O	O
rats	O	O
twice	O	O
at	O	O
an	O	O
interval	O	O
of	O	O
24	O	O
h	O	O
,	O	O
for	O	O
two	O	O
consecutive	O	O
days	O	O
,	O	O
led	O	O
to	O	O
a	O	O
significant	O	O
increase	O	O
in	O	O
serum	O	O
lactate	B-chem	B-chem
dehydrogenase	O	O
,	O	O
creatine	B-chem	B-chem
phosphokinase	O	O
,	O	O
alanine	B-chem	B-chem
transaminase	O	O
,	O	O
aspartate	B-chem	B-chem
transaminase	O	O
,	O	O
and	O	O
angiotensin	B-chem	B-chem
-	O	O
converting	O	O
enzyme	O	O
activities	O	O
,	O	O
total	O	O
cholesterol	B-chem	B-chem
,	O	O
triglycerides	B-chem	B-chem
,	O	O
free	O	O
serum	O	O
fatty	B-chem	B-chem
acid	I-chem	I-chem
,	O	O
cardiac	O	O
tissue	O	O
malondialdehyde	B-chem	B-chem
(	O	O
mda	B-chem	B-chem
)	O	O
,	O	O
and	O	O
nitric	B-chem	B-chem
oxide	I-chem	I-chem
levels	O	O
and	O	O
a	O	O
significant	O	O
decrease	O	O
in	O	O
levels	O	O
of	O	O
glutathione	B-chem	B-chem
and	O	O
superoxide	B-chem	B-chem
dismutase	O	O
in	O	O
cardiac	O	O
tissue	O	O
as	O	O
compared	O	O
to	O	O
the	O	O
normal	O	O
control	O	O
group	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
)	O	O
.	O	O

pretreatment	O	O
with	O	O
s	O	O
.	O	O
virgaurea	O	B-chem
extract	O	I-chem
for	O	O
5	O	O
weeks	O	O
at	O	O
a	O	O
dose	O	O
of	O	O
250	O	O
mg	O	O
/	O	O
kg	O	O
followed	O	O
by	O	O
isoproterenol	B-chem	B-chem
injection	O	O
significantly	O	O
prevented	O	O
the	O	O
observed	O	O
alterations	O	O
.	O	O

captopril	B-chem	B-chem
(	O	O
50	O	O
mg	O	O
/	O	O
kg	O	O
/	O	O
day	O	O
,	O	O
given	O	O
orally	O	O
)	O	O
,	O	O
an	O	O
inhibitor	O	O
of	O	O
angiotensin	B-chem	B-chem
-	O	O
converting	O	O
enzyme	O	O
used	O	O
as	O	O
a	O	O
standard	O	O
cardioprotective	O	O
drug	O	O
,	O	O
was	O	O
used	O	O
as	O	O
a	O	O
positive	O	O
control	O	O
in	O	O
this	O	O
study	O	O
.	O	O

the	O	O
data	O	O
of	O	O
the	O	O
present	O	O
study	O	O
suggest	O	O
that	O	O
s	O	O
.	O	O
virgaurea	O	B-chem
extract	O	I-chem
exerts	O	O
its	O	O
protective	O	O
effect	O	O
by	O	O
decreasing	O	O
mda	B-chem	B-chem
level	O	O
and	O	O
increasing	O	O
the	O	O
antioxidant	O	O
status	O	O
in	O	O
isoproterenol	B-chem	B-chem
-	O	O
treated	O	O
rats	O	O
.	O	O

the	O	O
study	O	O
emphasizes	O	O
the	O	O
beneficial	O	O
action	O	O
of	O	O
s	O	O
.	O	O
virgaurea	O	B-chem
extract	O	I-chem
as	O	O
a	O	O
cardioprotective	O	O
agent	O	O
.	O	O

"	O	O
"	O	O
"	O	O
"	O	O
real	O	O
-	O	O
world	O	O
"	O	O
"	O	O
"	O	O
"	O	O
data	O	O
on	O	O
the	O	O
efficacy	O	O
and	O	O
safety	O	O
of	O	O
lenalidomide	B-chem	B-chem
and	O	O
dexamethasone	B-chem	B-chem
in	O	O
patients	O	O
with	O	O
relapsed	O	O
/	O	O
refractory	O	O
multiple	O	O
myeloma	O	O
who	O	O
were	O	O
treated	O	O
according	O	O
to	O	O
the	O	O
standard	O	O
clinical	O	O
practice	O	O
:	O	O
a	O	O
study	O	O
of	O	O
the	O	O
greek	O	O
myeloma	O	O
study	O	O
group	O	O
.	O	O

lenalidomide	B-chem	B-chem
and	O	O
dexamethasone	B-chem	B-chem
(	O	O
rd	B-chem	O
)	O	O
is	O	O
a	O	O
standard	O	O
of	O	O
care	O	O
for	O	O
relapsed	O	O
/	O	O
refractory	O	O
multiple	O	O
myeloma	O	O
(	O	O
rrmm	O	O
)	O	O
,	O	O
but	O	O
there	O	O
is	O	O
limited	O	O
published	O	O
data	O	O
on	O	O
its	O	O
efficacy	O	O
and	O	O
safety	O	O
in	O	O
the	O	O
"	O	O
"	O	O
"	O	O
"	O	O
real	O	O
world	O	O
"	O	O
"	O	O
"	O	O
"	O	O
(	O	O
rw	O	O
)	O	O
,	O	O
according	O	O
to	O	O
the	O	O
international	O	O
society	O	O
of	O	O
pharmacoeconomics	O	O
and	O	O
outcomes	O	O
research	O	O
definition	O	O
.	O	O

we	O	O
studied	O	O
212	O	O
rrmm	O	O
patients	O	O
who	O	O
received	O	O
rd	B-chem	O
in	O	O
rw	O	O
.	O	O

objective	O	O
response	O	O
(	O	O
>	O	O
pr	O	O
(	O	O
partial	O	O
response	O	O
)	O	O
)	O	O
rate	O	O
was	O	O
77	O	O
.	O	O
4	O	O
%	O	O
(	O	O
complete	O	O
response	O	O
(	O	O
cr	O	O
)	O	O
,	O	O
20	O	O
.	O	O
2	O	O
%	O	O
)	O	O
.	O	O

median	O	O
time	O	O
to	O	O
first	O	O
and	O	O
best	O	O
response	O	O
was	O	O
2	O	O
and	O	O
5	O	O
months	O	O
,	O	O
respectively	O	O
.	O	O

median	O	O
time	O	O
to	O	O
cr	O	O
when	O	O
rd	B-chem	O
was	O	O
given	O	O
as	O	O
2nd	O	O
or	O	O
>	O	O
2	O	O
(	O	O
nd	O	O
)	O	O
-	O	O
line	O	O
treatment	O	O
at	O	O
4	O	O
and	O	O
11	O	O
months	O	O
,	O	O
respectively	O	O
.	O	O

quality	O	O
of	O	O
response	O	O
was	O	O
independent	O	O
of	O	O
previous	O	O
lines	O	O
of	O	O
therapies	O	O
or	O	O
previous	O	O
exposure	O	O
to	O	O
thalidomide	B-chem	B-chem
or	O	O
bortezomib	B-chem	B-chem
.	O	O

median	O	O
duration	O	O
of	O	O
response	O	O
was	O	O
34	O	O
.	O	O
4	O	O
months	O	O
,	O	O
and	O	O
it	O	O
was	O	O
higher	O	O
in	O	O
patients	O	O
who	O	O
received	O	O
rd	B-chem	O
until	O	O
progression	O	O
(	O	O
not	O	O
reached	O	O
versus	O	O
19	O	O
months	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
.	O	O

improvement	O	O
of	O	O
humoral	O	O
immunity	O	O
occurred	O	O
in	O	O
60	O	O
%	O	O
of	O	O
responders	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
and	O	O
in	O	O
the	O	O
majority	O	O
of	O	O
patients	O	O
who	O	O
achieved	O	O
stable	O	O
disease	O	O
.	O	O

adverse	O	O
events	O	O
were	O	O
reported	O	O
in	O	O
68	O	O
.	O	O
9	O	O
%	O	O
of	O	O
patients	O	O
(	O	O
myelosuppression	O	O
in	O	O
49	O	O
.	O	O
4	O	O
%	O	O
)	O	O
and	O	O
12	O	O
.	O	O
7	O	O
%	O	O
of	O	O
patients	O	O
needed	O	O
hospitalization	O	O
.	O	O

peripheral	O	O
neuropathy	O	O
was	O	O
observed	O	O
only	O	O
in	O	O
2	O	O
.	O	O
5	O	O
%	O	O
of	O	O
patients	O	O
and	O	O
deep	O	O
vein	O	O
thrombosis	O	O
in	O	O
5	O	O
.	O	O
7	O	O
%	O	O
.	O	O

dose	O	O
reductions	O	O
were	O	O
needed	O	O
in	O	O
31	O	O
%	O	O
of	O	O
patients	O	O
and	O	O
permanent	O	O
discontinuation	O	O
in	O	O
38	O	O
.	O	O
9	O	O
%	O	O
.	O	O

median	O	O
time	O	O
to	O	O
treatment	O	O
discontinuation	O	O
was	O	O
16	O	O
.	O	O
8	O	O
months	O	O
.	O	O

performance	O	O
status	O	O
(	O	O
ps	O	O
)	O	O
and	O	O
initial	O	O
lenalidomide	B-chem	B-chem
dose	O	O
predicted	O	O
for	O	O
treatment	O	O
discontinuation	O	O
.	O	O

extra	O	O
-	O	O
medullary	O	O
relapses	O	O
occurred	O	O
in	O	O
3	O	O
.	O	O
8	O	O
%	O	O
of	O	O
patients	O	O
.	O	O

our	O	O
study	O	O
confirms	O	O
that	O	O
rd	B-chem	O
is	O	O
effective	O	O
and	O	O
safe	O	O
in	O	O
rrmm	O	O
in	O	O
the	O	O
rw	O	O
;	O	O
it	O	O
produces	O	O
durable	O	O
responses	O	O
especially	O	O
in	O	O
patients	O	O
who	O	O
continue	O	O
on	O	O
treatment	O	O
till	O	O
progression	O	O
and	O	O
improves	O	O
humoral	O	O
immunity	O	O
even	O	O
in	O	O
patients	O	O
with	O	O
stable	O	O
disease	O	O
.	O	O

the	O	O
cytogenetic	O	O
action	O	O
of	O	O
ifosfamide	B-chem	B-chem
,	O	O
mesna	B-chem	B-chem
,	O	O
and	O	O
their	O	O
combination	O	O
on	O	O
peripheral	O	O
rabbit	O	O
lymphocytes	O	O
:	O	O
an	O	O
in	O	O
vivo	O	O
/	O	O
in	O	O
vitro	O	O
cytogenetic	O	O
study	O	O
.	O	O

ifosfamide	B-chem	B-chem
(	O	O
ifo	B-chem	B-chem
)	O	O
is	O	O
an	O	O
alkylating	O	O
nitrogen	B-chem	B-chem
mustard	O	I-chem
,	O	O
administrated	O	O
as	O	O
an	O	O
antineoplasmic	O	O
agent	O	O
.	O	O

it	O	O
is	O	O
characterized	O	O
by	O	O
its	O	O
intense	O	O
urotoxic	O	O
action	O	O
,	O	O
leading	O	O
to	O	O
hemorrhagic	O	O
cystitis	O	O
.	O	O

this	O	O
side	O	O
effect	O	O
of	O	O
ifo	B-chem	B-chem
raises	O	O
the	O	O
requirement	O	O
for	O	O
the	O	O
co	O	O
-	O	O
administration	O	O
with	O	O
sodium	B-chem	B-chem
2	I-chem	I-chem
-	I-chem	I-chem
sulfanylethanesulfonate	I-chem	I-chem
(	O	O
mesna	B-chem	B-chem
)	O	O
aiming	O	O
to	O	O
avoid	O	O
or	O	O
minimize	O	O
this	O	O
effect	O	O
.	O	O

ifo	B-chem	B-chem
and	O	O
mesna	B-chem	B-chem
were	O	O
administrated	O	O
separately	O	O
on	O	O
rabbit	O	O
'	O	O
s	O	O
lymphocytes	O	O
in	O	O
vivo	O	O
,	O	O
which	O	O
were	O	O
later	O	O
developed	O	O
in	O	O
vitro	O	O
.	O	O

cytogenetic	O	O
markers	O	O
for	O	O
sister	O	O
chromatid	O	O
exchanges	O	O
(	O	O
sces	O	O
)	O	O
,	O	O
proliferation	O	O
rate	O	O
index	O	O
(	O	O
pri	O	O
)	O	O
and	O	O
mitotic	O	O
index	O	O
were	O	O
recorded	O	O
.	O	O

mesna	B-chem	B-chem
'	O	O
s	O	O
action	O	O
,	O	O
in	O	O
conjunction	O	O
with	O	O
ifo	B-chem	B-chem
reduces	O	O
the	O	O
frequency	O	O
of	O	O
sces	O	O
,	O	O
in	O	O
comparison	O	O
with	O	O
the	O	O
sces	O	O
recordings	O	O
obtained	O	O
when	O	O
ifo	B-chem	B-chem
is	O	O
administered	O	O
alone	O	O
.	O	O

in	O	O
addition	O	O
to	O	O
this	O	O
,	O	O
when	O	O
high	O	O
concentrations	O	O
of	O	O
mesna	B-chem	B-chem
were	O	O
administered	O	O
alone	O	O
significant	O	O
reductions	O	O
of	O	O
the	O	O
pri	O	B-chem
were	O	O
noted	O	O
,	O	O
than	O	O
with	O	O
ifo	B-chem	O
acting	O	O
at	O	O
the	O	O
same	O	O
concentration	O	O
on	O	O
the	O	O
lymphocytes	O	O
.	O	O

mesna	B-chem	B-chem
significantly	O	O
reduces	O	O
ifo	B-chem	O
'	O	O
s	O	O
genotoxicity	O	B-chem
,	O	O
while	O	O
when	O	O
administered	O	O
in	O	O
high	O	O
concentrations	O	O
it	O	O
acts	O	O
in	O	O
an	O	O
inhibitory	O	O
fashion	O	O
on	O	O
the	O	O
cytostatic	O	O
action	O	O
of	O	O
the	O	O
drug	O	O
.	O	O

risk	O	O
factors	O	O
and	O	O
predictors	O	O
of	O	O
levodopa	B-chem	B-chem
-	O	O
induced	O	O
dyskinesia	O	O
among	O	O
multiethnic	O	O
malaysians	O	O
with	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
.	O	O

chronic	O	O
pulsatile	O	O
levodopa	B-chem	B-chem
therapy	O	O
for	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
(	O	O
pd	O	O
)	O	O
leads	O	O
to	O	O
the	O	O
development	O	O
of	O	O
motor	O	O
fluctuations	O	O
and	O	O
dyskinesia	O	O
.	O	O

we	O	O
studied	O	O
the	O	O
prevalence	O	O
and	O	O
predictors	O	O
of	O	O
levodopa	B-chem	B-chem
-	O	O
induced	O	O
dyskinesia	O	O
among	O	O
multiethnic	O	O
malaysian	O	O
patients	O	O
with	O	O
pd	O	O
.	O	O

methods	O	O
:	O	O

this	O	O
is	O	O
a	O	O
cross	O	O
-	O	O
sectional	O	O
study	O	O
involving	O	O
95	O	O
patients	O	O
with	O	O
pd	O	O
on	O	O
uninterrupted	O	O
levodopa	B-chem	B-chem
therapy	O	O
for	O	O
at	O	O
least	O	O
6	O	O
months	O	O
.	O	O

the	O	O
instrument	O	O
used	O	O
was	O	O
the	O	O
updrs	O	O
questionnaires	O	O
.	O	O

the	O	O
predictors	O	O
of	O	O
dyskinesia	O	O
were	O	O
determined	O	O
using	O	O
multivariate	O	O
logistic	O	O
regression	O	O
analysis	O	O
.	O	O

results	O	O
:	O	O

the	O	O
mean	O	O
age	O	O
was	O	O
65	O	O
.	O	O
6	O	O
+	O	O
8	O	O
.	O	O
5	O	O
years	O	O
.	O	O

the	O	O
mean	O	O
onset	O	O
age	O	O
was	O	O
58	O	O
.	O	O
5	O	O
+	O	O
9	O	O
.	O	O
8	O	O
years	O	O
.	O	O

the	O	O
median	O	O
disease	O	O
duration	O	O
was	O	O
6	O	O
(	O	O
7	O	O
)	O	O
years	O	O
.	O	O

dyskinesia	O	O
was	O	O
present	O	O
in	O	O
44	O	O
%	O	O
(	O	O
n	O	O
=	O	O
42	O	O
)	O	O
with	O	O
median	O	O
levodopa	B-chem	B-chem
therapy	O	O
of	O	O
3	O	O
years	O	O
.	O	O

there	O	O
were	O	O
64	O	O
.	O	O
3	O	O
%	O	O
chinese	O	O
,	O	O
31	O	O
%	O	O
malays	O	O
,	O	O
and	O	O
3	O	O
.	O	O
7	O	O
%	O	O
indians	O	O
and	O	O
other	O	O
ethnic	O	O
groups	O	O
.	O	O

eighty	O	O
-	O	O
one	O	O
percent	O	O
of	O	O
patients	O	O
with	O	O
dyskinesia	O	O
had	O	O
clinical	O	O
fluctuations	O	O
.	O	O

patients	O	O
with	O	O
dyskinesia	O	O
had	O	O
lower	O	O
onset	O	O
age	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
,	O	O
longer	O	O
duration	O	O
of	O	O
levodopa	B-chem	B-chem
therapy	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
,	O	O
longer	O	O
disease	O	O
duration	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
,	O	O
higher	O	O
total	O	O
daily	O	O
levodopa	B-chem	B-chem
dose	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
,	O	O
and	O	O
higher	O	O
total	O	O
updrs	O	O
scores	O	O
(	O	O
p	O	O
=	O	O
0	O	O
.	O	O
005	O	O
)	O	O
than	O	O
patients	O	O
without	O	O
dyskinesia	O	O
.	O	O

the	O	O
three	O	O
significant	O	O
predictors	O	O
of	O	O
dyskinesia	O	O
were	O	O
duration	O	O
of	O	O
levodopa	B-chem	B-chem
therapy	O	O
,	O	O
onset	O	O
age	O	O
,	O	O
and	O	O
total	O	O
daily	O	O
levodopa	B-chem	B-chem
dose	O	O
.	O	O

conclusions	O	O
:	O	O

the	O	O
prevalence	O	O
of	O	O
levodopa	B-chem	B-chem
-	O	O
induced	O	O
dyskinesia	O	O
in	O	O
our	O	O
patients	O	O
was	O	O
44	O	O
%	O	O
.	O	O

the	O	O
most	O	O
significant	O	O
predictors	O	O
were	O	O
duration	O	O
of	O	O
levodopa	B-chem	B-chem
therapy	O	O
,	O	O
total	O	O
daily	O	O
levodopa	B-chem	B-chem
dose	O	O
,	O	O
and	O	O
onset	O	O
age	O	O
.	O	O

an	O	O
unexpected	O	O
diagnosis	O	O
in	O	O
a	O	O
renal	O	O
-	O	O
transplant	O	O
patient	O	O
with	O	O
proteinuria	O	O
treated	O	O
with	O	O
everolimus	B-chem	B-chem
:	O	O
al	O	O
amyloidosis	O	O
.	O	O

proteinuria	O	O
is	O	O
an	O	O
expected	O	O
complication	O	O
in	O	O
transplant	O	O
patients	O	O
treated	O	O
with	O	O
mammalian	O	O
target	O	O
of	O	O
rapamycin	B-chem	B-chem
inhibitors	O	O
(	O	O
mtor	O	O
-	O	O
i	O	O
)	O	O
.	O	O

however	O	O
,	O	O
clinical	O	O
suspicion	O	O
should	O	O
always	O	O
be	O	O
supported	O	O
by	O	O
histological	O	O
evidence	O	O
in	O	O
order	O	O
to	O	O
investigate	O	O
potential	O	O
alternate	O	O
diagnoses	O	O
such	O	O
as	O	O
acute	O	O
or	O	O
chronic	O	O
rejection	O	O
,	O	O
interstitial	O	O
fibrosis	O	O
and	O	O
tubular	O	O
atrophy	O	O
,	O	O
or	O	O
recurrent	O	O
or	O	O
de	O	O
novo	O	O
glomerulopathy	O	O
.	O	O

in	O	O
this	O	O
case	O	O
we	O	O
report	O	O
the	O	O
unexpected	O	O
diagnosis	O	O
of	O	O
amyloidosis	O	O
in	O	O
a	O	O
renal	O	O
-	O	O
transplant	O	O
patient	O	O
with	O	O
pre	O	O
-	O	O
transplant	O	O
monoclonal	O	O
gammapathy	O	O
of	O	O
undetermined	O	O
significance	O	O
who	O	O
developed	O	O
proteinuria	O	O
after	O	O
conversion	O	O
from	O	O
tacrolimus	B-chem	B-chem
to	O	O
everolimus	B-chem	B-chem
.	O	O

an	O	O
investigation	O	O
of	O	O
the	O	O
pattern	O	O
of	O	O
kidney	O	O
injury	O	O
in	O	O
hiv	O	O
-	O	O
positive	O	O
persons	O	O
exposed	O	O
to	O	O
tenofovir	B-chem	B-chem
disoproxil	I-chem	I-chem
fumarate	I-chem	I-chem
:	O	O
an	O	O
examination	O	O
of	O	O
a	O	O
large	O	O
population	O	O
database	O	O
(	O	O
mhra	O	O
database	O	O
)	O	O
.	O	O

the	O	O
potential	O	O
for	O	O
tenofovir	B-chem	B-chem
to	O	O
cause	O	O
a	O	O
range	O	O
of	O	O
kidney	O	O
syndromes	O	O
has	O	O
been	O	O
established	O	O
from	O	O
mechanistic	O	O
and	O	O
randomised	O	O
clinical	O	O
trials	O	O
.	O	O

however	O	O
,	O	O
the	O	O
exact	O	O
pattern	O	O
of	O	O
kidney	O	O
involvement	O	O
is	O	O
still	O	O
uncertain	O	O
.	O	O

we	O	O
undertook	O	O
a	O	O
descriptive	O	O
analysis	O	O
of	O	O
yellow	O	O
card	O	O
records	O	O
of	O	O
407	O	O
hiv	O	O
-	O	O
positive	O	O
persons	O	O
taking	O	O
tenofovir	B-chem	B-chem
disoproxil	I-chem	I-chem
fumarate	I-chem	I-chem
(	O	O
tdf	B-chem	B-chem
)	O	O
as	O	O
part	O	O
of	O	O
their	O	O
antiretroviral	O	O
therapy	O	O
regimen	O	O
and	O	O
submitted	O	O
to	O	O
the	O	O
medicines	O	O
and	O	O
healthcare	O	O
products	O	O
regulatory	O	O
agency	O	O
(	O	O
mhra	O	O
)	O	O
with	O	O
suspected	O	O
kidney	O	O
adverse	O	O
effects	O	O
.	O	O

reports	O	O
that	O	O
satisfy	O	O
defined	O	O
criteria	O	O
were	O	O
classified	O	O
as	O	O
acute	O	O
kidney	O	O
injury	O	O
,	O	O
kidney	O	O
tubular	O	O
dysfunction	O	O
and	O	O
fanconi	O	O
syndrome	O	O
.	O	O

of	O	O
the	O	O
407	O	O
yellow	O	O
card	O	O
records	O	O
analysed	O	O
,	O	O
106	O	O
satisfied	O	O
criteria	O	O
for	O	O
tdf	B-chem	O
-	O	O
related	O	O
kidney	O	O
disease	O	O
,	O	O
of	O	O
which	O	O
53	O	O
(	O	O
50	O	O
%	O	O
)	O	O
had	O	O
features	O	O
of	O	O
kidney	O	O
tubular	O	O
dysfunction	O	O
,	O	O
35	O	O
(	O	O
33	O	O
%	O	O
)	O	O
were	O	O
found	O	O
to	O	O
have	O	O
features	O	O
of	O	O
glomerular	O	O
dysfunction	O	O
and	O	O
18	O	O
(	O	O
17	O	O
%	O	O
)	O	O
had	O	O
fanconi	O	O
syndrome	O	O
.	O	O

the	O	O
median	O	O
tdf	B-chem	B-chem
exposure	O	O
was	O	O
316	O	O
days	O	O
(	O	O
interquartile	O	O
range	O	O
120	O	O
-	O	O
740	O	O
)	O	O
.	O	O

the	O	O
incidence	O	O
of	O	O
hospitalisation	O	O
for	O	O
tdf	B-chem	O
kidney	O	O
adverse	O	O
effects	O	O
was	O	O
high	O	O
,	O	O
particularly	O	O
amongst	O	O
patients	O	O
with	O	O
features	O	O
of	O	O
fanconi	O	O
syndrome	O	O
.	O	O

the	O	O
pattern	O	O
of	O	O
kidney	O	O
syndromes	O	O
in	O	O
this	O	O
population	O	O
series	O	O
mirrors	O	O
that	O	O
reported	O	O
in	O	O
randomised	O	O
clinical	O	O
trials	O	O
.	O	O

cessation	O	O
of	O	O
tdf	B-chem	B-chem
was	O	O
associated	O	O
with	O	O
complete	O	O
restoration	O	O
of	O	O
kidney	O	O
function	O	O
in	O	O
up	O	O
half	O	O
of	O	O
the	O	O
patients	O	O
in	O	O
this	O	O
report	O	O
.	O	O

incidence	O	O
of	O	O
postoperative	O	O
delirium	O	O
is	O	O
high	O	O
even	O	O
in	O	O
a	O	O
population	O	O
without	O	O
known	O	O
risk	O	O
factors	O	O
.	O	O

purpose	O	O
:	O	O

postoperative	O	O
delirium	O	O
is	O	O
a	O	O
recognized	O	O
complication	O	O
in	O	O
populations	O	O
at	O	O
risk	O	O
.	O	O

the	O	O
aim	O	O
of	O	O
this	O	O
study	O	O
is	O	O
to	O	O
assess	O	O
the	O	O
prevalence	O	O
of	O	O
early	O	O
postoperative	O	O
delirium	O	O
in	O	O
a	O	O
population	O	O
without	O	O
known	O	O
risk	O	O
factors	O	O
admitted	O	O
to	O	O
the	O	O
icu	O	O
for	O	O
postoperative	O	O
monitoring	O	O
after	O	O
elective	O	O
major	O	O
surgery	O	O
.	O	O

the	O	O
secondary	O	O
outcome	O	O
investigated	O	O
is	O	O
to	O	O
identify	O	O
eventual	O	O
independent	O	O
risk	O	O
factors	O	O
among	O	O
demographic	O	O
data	O	O
and	O	O
anesthetic	O	O
drugs	O	O
used	O	O
.	O	O

methods	O	O
:	O	O

an	O	O
observational	O	O
,	O	O
prospective	O	O
study	O	O
was	O	O
conducted	O	O
on	O	O
a	O	O
consecutive	O	O
cohort	O	O
of	O	O
patients	O	O
admitted	O	O
to	O	O
our	O	O
icu	O	O
within	O	O
and	O	O
for	O	O
at	O	O
least	O	O
24	O	O
h	O	O
after	O	O
major	O	O
surgical	O	O
procedures	O	O
.	O	O

exclusion	O	O
criteria	O	O
were	O	O
any	O	O
preexisting	O	O
predisposing	O	O
factor	O	O
for	O	O
delirium	O	O
or	O	O
other	O	O
potentially	O	O
confounding	O	O
neurological	O	O
dysfunctions	O	O
.	O	O

patients	O	O
were	O	O
assessed	O	O
daily	O	O
using	O	O
the	O	O
confusion	O	O
assessment	O	O
method	O	O
for	O	O
the	O	O
icu	O	O
scale	O	O
for	O	O
3	O	O
days	O	O
after	O	O
the	O	O
surgical	O	O
procedure	O	O
.	O	O

early	O	O
postoperative	O	O
delirium	O	O
incidence	O	O
risk	O	O
factors	O	O
were	O	O
then	O	O
assessed	O	O
through	O	O
three	O	O
different	O	O
multiple	O	O
regression	O	O
models	O	O
.	O	O

results	O	O
:	O	O

according	O	O
to	O	O
the	O	O
confusion	O	O
assessment	O	O
method	O	O
for	O	O
the	O	O
icu	O	O
scale	O	O
,	O	O
28	O	O
%	O	O
of	O	O
patients	O	O
were	O	O
diagnosed	O	O
with	O	O
early	O	O
postoperative	O	O
delirium	O	O
.	O	O

the	O	O
use	O	O
of	O	O
thiopentone	B-chem	B-chem
was	O	O
significantly	O	O
associated	O	O
with	O	O
an	O	O
eight	O	O
-	O	O
fold	O	O
-	O	O
higher	O	O
risk	O	O
for	O	O
delirium	O	O
compared	O	O
to	O	O
propofol	B-chem	B-chem
(	O	O
57	O	O
.	O	O
1	O	O
%	O	O
vs	O	O
.	O	O
7	O	O
.	O	O
1	O	O
%	O	O
,	O	O
rr	O	O
=	O	O
8	O	O
.	O	O
0	O	O
,	O	O
x2	O	O
=	O	O
4	O	O
.	O	O
256	O	O
;	O	O
df	O	O
=	O	O
1	O	O
;	O	O
0	O	O
.	O	O
05	O	O
<	O	O
p	O	O
<	O	O
0	O	O
.	O	O
02	O	O
)	O	O
.	O	O

conclusion	O	O
:	O	O

in	O	O
this	O	O
study	O	O
early	O	O
postoperative	O	O
delirium	O	O
was	O	O
found	O	O
to	O	O
be	O	O
a	O	O
very	O	O
common	O	O
complication	O	O
after	O	O
major	O	O
surgery	O	O
,	O	O
even	O	O
in	O	O
a	O	O
population	O	O
without	O	O
known	O	O
risk	O	O
factors	O	O
.	O	O

thiopentone	B-chem	B-chem
was	O	O
independently	O	O
associated	O	O
with	O	O
an	O	O
increase	O	O
in	O	O
its	O	O
relative	O	O
risk	O	O
