input	data/bc5-chemical/characterbert-from_general-128-s1.tsv	data/bc5-chemical/characterbert-general+node2vec-s1.tsv	data/bc5-chemical/characterbert-general-s1.tsv	data/bc5-chemical/enhanced-characterbert-from_general-128+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword-s1.tsv	data/bc5-chemical/fasttext-mimic+node2vec-s1.tsv	data/bc5-chemical/fasttext-mimic-s1.tsv	data/bc5-chemical/fasttext-pubmed+node2vec-s1.tsv	data/bc5-chemical/fasttext-pubmed-s1.tsv	data/bc5-chemical/fasttext-random+node2vec-s1.tsv	data/bc5-chemical/fasttext-random-s1.tsv
9714_chloride	1	1	1	1	1	1	1	1	1	1	1	1
9717_diltiazem	1	1	1	1	1	1	1	1	1	1	1	1
9720_calcium	1	1	1	1	1	1	1	1	1	1	1	1
9747_contrast	0	0	0	0	0	0	0	0	0	0	0	0
9759_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
9795_sodium	1	1	1	1	1	1	1	1	1	1	1	1
9796_chloride	1	1	1	1	1	1	1	1	1	1	1	1
9809_dextrose	1	1	1	1	1	1	1	1	1	1	1	0
9811_sodium	1	1	1	1	1	1	1	1	1	1	1	1
9812_bicarbonate	1	1	1	1	1	1	1	1	1	1	1	1
9821_sodium	1	1	1	1	1	1	1	1	1	1	1	1
9822_chloride	1	1	1	1	1	1	1	1	1	1	0	1
9827_contrast	0	0	0	0	0	0	0	0	0	0	0	0
9839_diltiazem	1	1	1	1	1	1	1	1	1	1	1	1
9849_contrast	0	0	0	0	0	0	0	0	0	0	0	0
9859_blood	1	1	1	0	1	1	1	1	1	1	1	1
9860_urea	0	1	1	1	1	1	1	1	1	1	1	1
9861_nitrogen	1	1	1	1	1	1	1	1	1	1	1	1
9863_bun	0	1	1	0	0	0	1	1	0	0	1	0
9866_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
9881_contrast	0	0	0	0	0	0	0	0	0	0	0	0
9890_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
9932_contrast	0	0	0	0	0	0	0	0	0	0	0	0
10008_sodium	1	1	1	1	1	1	1	1	1	1	1	1
10009_chloride	1	1	1	1	1	1	1	1	1	1	1	1
10011_sodium	1	1	1	1	1	1	1	1	1	1	1	1
10012_bicarbonate	1	1	1	1	1	1	1	1	1	1	1	1
10015_sodium	1	1	1	1	0	1	1	1	1	1	0	0
10016_chloride	1	1	1	1	1	1	1	1	1	1	0	1
10018_diltiazem	1	1	1	1	1	1	1	1	1	1	1	1
10064_methotrexate	1	1	1	1	1	1	1	1	1	1	1	1
10084_methotrexate	1	1	1	1	1	1	1	1	1	1	1	1
10086_mtx	1	1	1	1	1	1	1	1	1	1	1	1
10109_mtx	1	1	1	1	1	1	1	1	1	1	1	1
10369_mtx	1	1	1	1	1	1	1	1	1	1	1	1
10381_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
10382_acid	1	1	1	1	1	1	1	1	1	1	1	1
10449_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
10450_acid	1	1	1	1	1	1	1	1	1	1	1	1
10452_tna	1	1	1	1	1	1	0	1	1	1	0	1
10478_tna	1	1	1	1	1	1	0	0	0	0	0	1
10491_tna	1	1	0	1	1	0	0	0	0	1	0	1
10563_tna	1	1	1	1	1	1	0	0	0	1	0	1
10570_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10580_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10599_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10606_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10609_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10626_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10633_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10646_ketamine	1	1	1	1	1	1	1	1	1	1	1	1
10658_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10666_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10693_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10739_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10791_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10805_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10818_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10849_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10855_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10865_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10875_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10886_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
10889_propofol	1	1	1	1	1	1	1	1	1	1	1	1
10913_fluvastatin	1	1	1	1	1	1	1	1	1	1	1	1
10918_statins	1	1	1	1	1	1	1	1	1	1	0	1
10964_fluvastatin	1	1	1	1	1	1	1	1	1	1	1	1
10988_creatine	1	1	1	1	1	1	1	1	1	1	1	1
11013_fluvastatin	1	1	1	1	1	1	1	1	1	1	1	0
11034_fluconazole	1	1	1	1	1	1	1	1	1	1	1	0
11050_fluconazole	1	1	1	1	1	1	1	1	1	1	1	0
11081_fluconazole	1	1	1	1	1	1	1	1	1	1	1	0
11151_fluconazole	1	1	1	1	1	1	1	1	1	1	1	0
11192_fluconazole	1	1	1	1	1	1	1	1	1	1	1	0
11228_epirubicine	1	1	1	1	0	0	1	1	1	1	0	1
11262_epirubicin	1	1	1	1	1	1	1	1	1	1	1	0
11279_epirubicin	1	1	1	1	1	1	1	1	1	1	1	0
11662_anthracycline	1	1	1	1	1	1	1	1	1	1	1	1
11670_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11679_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11681_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11710_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11712_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11718_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11720_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11723_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11758_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11775_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11787_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11802_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11812_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11859_etomidate	1	0	0	1	1	0	1	1	1	1	1	0
11891_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11901_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11977_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11981_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
11983_midazolam	1	1	1	1	1	1	1	1	1	1	1	1
11988_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
11998_phosphorus	0	0	0	0	0	0	0	1	0	0	1	1
12003_phosphorus	0	0	0	0	0	0	0	1	0	1	1	1
12025_phosphorus	0	0	0	0	0	0	0	1	0	1	1	1
12049_phosphorus	0	0	0	0	0	0	0	1	0	0	1	0
12075_phosphorus	0	0	0	0	0	0	0	0	0	0	1	1
12086_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	0
12110_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	0
12247_quetiapine	1	1	1	1	1	1	1	1	1	1	1	0
12290_zuclopenthixol	1	1	1	1	1	1	1	0	1	1	1	1
12298_lithium	1	1	1	1	1	1	1	1	1	1	1	1
12307_lithium	1	1	1	1	1	1	1	1	1	1	1	1
12347_quetiapine	1	1	1	1	1	1	1	1	1	1	1	0
12399_quetiapine	1	1	1	1	1	1	1	1	1	1	1	0
12419_quetiapine	1	1	1	1	1	0	1	1	1	1	1	0
12428_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
12436_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
12439_dex	1	1	1	1	1	1	1	1	1	1	1	1
12458_iron	1	1	1	1	1	0	1	1	1	1	1	1
12486_dex	1	1	1	1	1	1	1	0	1	1	1	1
12496_dex	1	1	1	1	1	1	1	1	1	1	1	1
12554_dex	1	1	1	1	1	1	1	1	1	1	1	1
12591_hydrogen	1	1	1	1	1	1	1	1	1	1	1	1
12592_peroxide	1	1	1	1	1	0	1	1	1	1	1	0
12594_h2o2	1	1	1	1	0	1	0	1	1	1	1	0
12610_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
12616_h2o2	1	1	1	1	1	1	1	1	1	1	0	1
12647_dex	1	1	1	1	1	1	1	1	1	1	1	1
12664_h2o2	1	1	1	1	1	1	1	1	1	1	0	0
12689_dex	1	1	1	1	1	1	1	1	1	1	1	1
12715_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
12716_acid	1	1	1	1	1	1	1	1	1	1	1	1
12932_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
12933_acid	1	1	1	1	1	1	1	1	1	1	1	1
12944_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
12945_acid	1	1	1	1	1	1	1	1	1	1	1	1
13082_tranexamic	1	1	1	1	1	1	1	1	1	1	1	1
13083_acid	1	1	1	1	1	1	1	1	1	1	1	1
13122_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13151_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13176_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13237_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13258_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13296_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13313_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
13321_valproate	1	1	1	1	1	1	1	1	1	1	1	1
13375_valproate	1	1	1	1	1	1	1	1	1	1	1	1
13382_valproate	1	1	1	1	1	1	1	1	1	1	1	1
13404_valproate	1	1	1	1	1	1	1	1	1	1	1	1
13433_n	1	1	1	1	1	1	1	1	1	1	1	1
13434_-	1	1	1	1	1	1	1	1	1	1	1	1
13435_methyl	1	1	1	1	1	1	1	1	1	1	1	1
13436_-	1	1	1	1	1	1	1	1	1	1	1	1
13437_d	1	1	1	1	1	1	1	1	1	1	1	1
13438_-	1	1	1	1	1	1	1	1	1	1	1	1
13439_aspartate	1	1	1	1	1	1	1	1	1	1	1	1
13441_nmda	1	1	1	1	1	1	1	1	1	1	1	1
13456_valproate	1	1	1	1	1	1	1	1	1	1	1	1
13461_nmda	1	1	1	1	1	1	1	1	1	1	1	1
13496_pethidine	1	1	1	1	1	1	1	1	1	1	1	1
13499_pethidine	1	1	1	1	1	1	1	1	1	1	1	1
13570_pethidine	1	1	1	1	1	1	1	1	1	1	1	1
13586_norpethidine	1	1	1	1	1	1	1	1	1	1	1	0
13605_pethidine	1	1	1	1	1	1	1	1	1	1	1	1
13663_ketoconazole	1	1	1	1	1	1	1	1	1	1	1	1
13688_ketoconazole	1	1	1	1	1	1	1	1	1	1	1	1
13712_ketoconazole	1	1	1	1	1	1	1	1	1	1	1	1
13760_ketoconazole	1	1	1	1	1	1	1	1	1	1	1	1
13779_pilsicainide	1	1	1	1	1	1	1	1	1	1	1	1
13796_pilsicainide	1	1	1	1	1	1	1	1	1	1	1	1
13800_sodium	1	1	1	1	1	1	1	1	1	1	1	1
13887_pilsicainide	1	1	1	1	1	1	1	1	1	1	0	1
13895_pilsicainide	1	1	1	1	1	1	1	1	1	1	1	1
13922_pilsicainide	1	1	1	1	0	1	1	1	1	1	0	1
13944_all	1	0	1	0	0	0	0	1	0	0	0	0
13945_-	1	0	0	0	0	0	0	1	0	0	0	0
13946_trans	1	0	0	0	0	0	0	1	0	0	0	0
13947_retinoic	0	0	0	0	1	1	1	1	0	0	1	0
13948_acid	1	1	1	1	1	1	1	1	1	1	1	1
13962_all	1	0	1	1	0	0	0	1	0	0	0	0
13963_-	1	0	0	0	0	0	0	1	0	0	0	0
13964_trans	1	1	1	1	0	0	0	1	0	0	0	0
13965_retinoic	1	1	1	0	1	1	1	1	0	0	1	0
13966_acid	1	1	1	1	1	1	1	1	1	1	1	1
13968_atra	1	1	1	1	1	1	1	1	1	1	1	0
14011_atra	1	0	1	1	1	1	1	1	1	1	1	0
14068_lomustine	1	1	1	1	1	1	1	1	1	1	1	0
14072_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
14089_lomustine	1	1	1	1	1	1	1	1	1	1	1	0
14091_ccnu	1	1	1	1	1	1	1	1	1	1	0	0
14094_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
14096_ctx	1	1	1	1	1	1	1	1	1	1	1	1
14104_ccnu	1	1	1	1	1	1	1	1	1	1	0	0
14131_ctx	1	1	1	1	1	1	1	1	1	1	1	1
14196_ccnu	1	1	1	1	1	0	0	0	1	1	0	0
14198_ctx	1	1	1	1	1	1	1	0	1	1	1	0
14325_ccnu	1	1	1	1	0	0	0	1	1	1	0	0
14336_ctx	1	1	1	1	1	1	1	1	1	0	1	1
14355_nelarabine	1	1	1	1	1	1	1	1	1	1	1	1
14372_nelarabine	1	1	1	1	1	1	1	1	1	1	1	1
14445_nelarabine	1	1	1	1	1	1	1	1	1	1	1	0
14467_cytarabine	1	1	1	1	1	0	1	1	1	1	1	0
14531_nelarabine	1	1	1	1	1	1	1	1	1	1	1	1
14614_nelarabine	1	1	1	1	1	1	1	1	1	1	1	1
14684_nelarabine	1	1	1	1	1	1	1	1	1	1	1	1
14695_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14737_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14749_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14776_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14796_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14815_valproate	1	1	1	1	1	1	1	1	1	1	1	1
14826_bortezomib	1	1	1	1	1	0	1	1	1	1	1	1
14828_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
14841_bortezomib	1	1	0	1	1	0	1	1	1	1	1	1
14846_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
14912_bortezomib	1	1	1	1	1	0	1	1	1	1	1	1
14917_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
14948_bortezomib	1	1	1	1	1	0	1	1	1	1	1	1
14953_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
14980_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
15027_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
15029_dox	1	1	1	1	1	1	1	1	1	1	1	1
15084_dox	1	1	1	1	1	1	1	1	1	1	1	1
15251_gadolinium	0	1	1	0	0	0	0	0	0	1	0	0
15318_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15320_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15338_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15340_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15399_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15401_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15542_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15547_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15568_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15597_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15651_glutamate	1	1	1	1	1	1	1	1	1	1	1	1
15653_capsaicin	1	1	1	1	1	1	1	1	1	1	1	1
15792_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15828_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15854_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15868_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15899_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15916_sodium	1	1	1	1	1	1	1	1	1	1	1	1
15917_4	1	1	1	1	1	1	1	1	1	1	1	1
15918_-	1	1	1	1	1	1	1	1	1	1	1	1
15919_phenylbutyrate	1	1	1	1	1	1	1	1	1	1	1	1
15921_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
15966_ginsenosides	1	1	1	1	1	1	1	0	1	1	1	1
16024_re	1	1	1	1	0	0	0	0	0	0	0	0
16025_,	0	0	0	0	0	0	0	0	0	0	0	0
16026_rg1	0	0	0	0	0	0	0	0	0	0	0	0
16027_,	0	0	0	0	0	0	0	0	0	0	0	0
16028_and	0	0	0	0	0	0	0	0	0	0	0	0
16029_rb1	0	0	0	0	0	0	0	0	0	0	0	0
16030_ginsenosides	0	1	1	1	1	0	1	0	1	1	0	0
16051_morphine	1	1	1	1	1	1	1	1	1	1	1	1
16075_re	1	0	0	1	0	0	0	0	0	0	0	0
16077_rg1	1	1	0	1	1	1	1	1	1	1	1	1
16080_rb1	1	0	0	1	0	0	0	0	1	1	0	0
16107_acetic	1	1	1	1	1	1	1	1	1	1	1	0
16108_acid	1	1	1	1	1	1	1	1	1	1	1	1
16115_re	1	1	1	1	0	0	0	0	0	0	0	0
16132_acetic	1	1	1	1	1	1	1	1	1	1	1	0
16133_acid	1	1	1	1	1	1	1	1	1	1	1	1
16143_rg1	1	1	1	1	1	1	1	1	1	1	1	1
16144_and	0	0	0	0	0	0	0	0	0	0	0	0
16145_rb1	0	0	0	0	1	0	0	0	0	0	0	0
16146_ginsenosides	0	1	0	0	1	0	1	0	1	1	0	0
16158_rg1	1	1	1	1	1	1	1	1	1	1	1	1
16167_acetic	1	1	1	1	1	1	1	1	1	1	1	0
16168_acid	1	1	1	1	1	1	1	1	1	1	1	1
16180_ginsenoside	1	1	1	1	1	1	1	1	1	1	0	0
16181_re	1	0	0	1	0	0	0	0	0	0	0	0
16185_rg1	1	0	1	0	1	1	1	1	1	1	1	1
16187_rb1	0	0	0	0	0	0	0	1	1	1	0	0
16204_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	0
16206_propofol	1	1	1	1	1	1	1	1	1	1	1	1
16218_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	1
16220_propofol	1	1	1	1	1	1	1	1	1	1	1	1
16270_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	1
16272_propofol	1	1	1	1	1	1	1	1	1	1	1	1
16348_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	1
16350_propofol	1	1	1	1	1	1	1	1	1	1	1	1
16366_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	0
16369_propofol	1	1	1	1	1	1	1	1	1	1	0	1
16516_dexmedetomidine	1	1	1	1	1	1	1	1	1	1	1	1
16518_propofol	1	1	1	1	1	1	1	1	1	1	1	1
16537_hydroxytyrosol	1	1	1	1	1	1	0	1	1	1	0	0
16545_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16584_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16587_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16608_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16620_hydroxytyrosol	1	1	1	1	1	1	0	1	1	1	0	0
16645_hydroxytyrosol	1	1	1	1	0	1	1	1	1	1	0	0
16658_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16668_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16670_hydroxytyrosol	1	1	1	1	1	1	1	1	1	1	0	0
16705_hydroxytyrosol	1	1	1	1	1	1	1	1	1	1	0	0
16712_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16730_hydroxytyrosol	1	1	1	1	0	1	1	1	1	1	0	0
16743_hydroxytyrosol	1	1	1	1	0	1	0	0	1	1	0	0
16750_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
16759_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
16788_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
16821_thyroxine	1	1	1	1	1	1	1	1	1	1	0	1
16859_steroids	1	1	1	1	1	1	1	1	1	1	1	1
16879_levothyroxine	1	1	1	1	1	1	1	1	1	1	1	0
16935_levothyroxine	1	1	1	1	1	1	1	1	1	1	1	0
16956_iodine	1	1	1	1	1	1	1	1	1	1	1	1
16975_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
17004_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
17021_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17034_heparin	1	1	1	1	1	1	1	1	1	1	1	1
17053_heparin	1	1	1	1	1	1	1	1	1	1	1	1
17066_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17124_heparin	1	1	1	1	1	1	1	1	1	1	1	1
17139_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17217_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17251_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17283_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17291_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
17345_argatroban	1	1	1	1	1	1	1	1	1	1	1	1
17354_dehydroepiandrosterone	1	1	1	1	1	1	1	1	1	1	1	1
17356_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17373_dehydroepiandrosterone	1	1	1	1	1	1	1	1	1	1	1	1
17375_dhea	1	1	1	1	1	1	1	1	1	1	1	1
17404_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17411_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17420_dhea	1	1	1	1	1	1	1	1	1	1	1	0
17424_dhea	1	1	1	1	1	1	1	1	1	1	1	1
17436_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17448_apomorphine	1	1	1	1	1	1	1	1	1	1	1	1
17465_haloperidol	1	1	1	1	1	1	1	1	1	1	1	1
17549_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17565_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17572_dhea	1	1	1	1	1	1	1	1	1	1	1	1
17604_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
17620_haloperidol	1	1	1	1	1	1	1	1	1	1	1	1
17649_apomorphine	1	1	1	1	1	1	1	1	1	1	1	1
17669_dhea	1	1	1	1	1	1	1	1	1	1	1	0
17693_dhea	1	1	1	1	1	1	1	1	1	1	1	0
17772_k	1	1	1	1	0	1	0	1	1	1	1	1
17778_ca	1	1	1	1	1	1	1	1	1	1	1	1
17888_ca	1	1	1	1	1	1	1	1	1	1	1	1
17908_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
17910_paroxetine	1	1	1	1	1	1	1	1	1	1	1	1
17912_terfenadine	1	1	1	1	1	1	1	1	1	1	1	1
17914_citalopram	1	1	1	1	1	1	1	1	1	1	1	1
17930_terfenadine	1	1	1	1	1	1	1	1	1	1	1	1
17932_citalopram	1	1	1	1	1	1	1	1	1	1	1	1
18010_s	1	1	1	1	1	0	1	1	1	1	1	1
18011_-	1	1	1	1	0	0	1	1	1	1	0	1
18012_53482	1	1	1	1	0	0	1	1	1	1	0	1
18014_s	1	1	1	1	1	0	1	1	1	1	0	1
18015_-	1	1	1	1	1	1	1	1	1	1	0	0
18016_23121	1	1	1	1	1	1	1	1	1	1	0	0
18088_s	1	1	1	1	1	1	1	1	1	1	1	1
18089_-	1	1	1	1	1	1	1	1	1	1	0	1
18090_53482	1	1	1	1	1	1	1	1	1	1	0	1
18110_s	1	1	1	1	1	1	0	1	0	1	0	1
18111_-	1	1	1	1	1	1	0	1	0	0	0	1
18112_23121	1	1	1	1	1	1	0	1	0	0	0	1
18161_s	1	1	1	1	0	1	0	1	0	0	0	1
18162_-	1	1	1	1	0	1	0	0	0	0	0	1
18163_53482	1	1	1	1	0	1	0	0	0	0	0	1
18197_s	1	1	1	1	1	1	1	1	0	1	0	1
18198_-	1	1	1	1	1	1	1	1	0	0	0	0
18199_23121	1	1	1	1	1	1	1	1	0	0	0	0
18232_s	1	1	1	1	1	0	1	1	0	1	0	1
18233_-	1	1	1	1	1	1	1	1	0	0	0	0
18234_23121	1	1	1	1	1	1	1	1	0	0	0	0
18245_s	1	1	1	1	0	0	0	0	0	0	0	1
18246_-	1	1	1	1	0	0	0	0	0	0	0	0
18247_53482	1	1	1	1	0	0	0	0	0	0	0	1
18249_s	1	1	1	1	1	0	1	1	1	1	0	0
18250_-	1	1	1	1	1	1	1	1	1	1	0	0
18251_23121	1	1	1	1	1	1	1	1	1	1	0	0
18291_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18295_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18301_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18315_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18337_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18356_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18367_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18371_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18391_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18406_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18442_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18466_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18594_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18631_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
18653_mannitol	1	1	1	1	1	1	1	1	1	1	1	1
18656_metformin	1	1	1	1	1	1	1	1	1	1	1	0
18670_pentylenetetrazole	1	1	1	1	1	1	1	1	1	1	1	1
18757_metformin	1	1	1	1	1	0	1	1	1	1	1	0
18782_metformin	1	1	1	1	1	1	1	1	1	1	1	1
18795_pentylenetetrazole	1	1	1	1	1	1	1	1	1	1	1	1
18813_pentylenetetrazole	1	1	1	1	1	1	1	1	1	1	1	1
18834_metformin	1	1	1	1	1	1	1	1	1	1	1	1
18849_ptz	1	1	1	1	0	1	1	1	1	1	0	1
18855_metformin	1	1	1	1	1	1	1	1	1	1	1	0
18879_metformin	1	1	1	1	1	1	1	1	1	1	1	1
18910_anthracycline	1	1	1	1	1	1	1	1	1	1	1	1
18917_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
18919_dox	1	1	1	1	1	1	1	1	1	1	1	1
18947_dox	1	1	1	1	1	1	1	1	1	1	1	1
18968_dox	1	1	1	1	1	1	1	1	1	1	1	1
19015_dox	1	1	1	1	1	1	1	1	1	1	1	1
19035_dox	1	1	1	1	1	1	1	1	1	1	1	1
19074_dox	1	1	1	1	1	1	1	1	1	1	1	1
19110_dox	1	1	1	1	1	1	1	1	1	1	1	1
19167_dox	1	1	1	1	1	1	1	1	1	1	1	1
19202_dox	1	1	1	1	1	1	1	1	1	1	1	1
19246_metronidazole	1	1	1	1	1	1	1	1	1	1	1	1
19256_metronidazole	1	1	1	1	1	1	1	1	1	1	1	1
19283_metronidazole	1	1	1	1	1	1	1	1	1	1	1	1
19314_metronidazole	1	1	1	1	1	1	1	1	1	1	1	1
19327_aconitine	1	1	1	1	1	0	1	1	1	1	1	1
19330_ca2	1	0	0	1	0	0	1	1	1	1	0	0
19347_aconitine	1	1	1	1	1	0	1	1	1	1	1	0
19371_na	1	1	1	1	1	1	1	1	1	1	1	1
19383_aconitine	1	1	1	1	1	0	1	1	1	1	1	0
19396_ca	1	1	1	1	1	1	1	1	1	1	1	1
19402_aconitine	1	1	1	1	1	0	1	0	1	1	1	0
19416_ca	1	1	1	1	1	1	1	1	1	1	1	1
19423_aconitine	1	1	1	1	1	0	1	0	1	1	1	0
19435_ca	1	1	1	1	1	1	1	1	1	1	1	1
19466_aconitine	1	1	1	1	1	0	1	1	1	1	1	1
19488_lactate	1	1	1	1	1	1	1	1	1	1	0	1
19511_aconitine	1	1	1	1	1	1	1	1	1	1	1	0
